customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,churn_percentage
1680-VDCWW,1.0,0.0,1.0,0.0,0.16666666666666666,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.015422885572139305,0.0232878131908622,0,0.014266858,1.4266858
1066-JKSGK,1.0,0.0,0.0,0.0,0.013888888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.018905472636815884,0.002320145541635962,1,0.19765101,19.7651
3638-WEABW,0.0,0.0,1.0,0.0,0.8055555555555555,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.4144278606965174,0.4035901805453206,0,0.0054789684,0.54789686
6322-HRPFA,1.0,0.0,1.0,1.0,0.6805555555555555,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4114427860696518,0.3420113301400148,0,0.012043165,1.2043165
6865-JZNKO,0.0,0.0,0.0,0.0,0.41666666666666663,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3686567164179104,0.1762389462048637,0,0.06384588,6.3845882
6467-CHFZW,1.0,0.0,1.0,1.0,0.6527777777777778,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8069651741293532,0.5468346997052321,1,0.5598708,55.98708
8665-UTDHZ,1.0,0.0,1.0,1.0,0.013888888888888888,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.11890547263681589,0.0034773397199705236,1,0.09107794,9.107794
5248-YGIJN,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.7164179104477612,0.7334020357406044,0,0.02392412,2.392412
8773-HHUOZ,0.0,0.0,0.0,1.0,0.2361111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4621890547263682,0.1258635777450258,1,0.44141304,44.141304
3841-NFECX,0.0,1.0,1.0,0.0,0.986111111111111,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.7771144278606964,0.7791716562269714,0,0.0076085012,0.76085013
4929-XIHVW,1.0,1.0,1.0,0.0,0.027777777777777776,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.7686567164179104,0.02091585298452469,0,0.8717543,87.17543
6827-IEAUQ,0.0,0.0,1.0,1.0,0.375,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.47661691542288565,0.21583110722181287,0,0.08206315,8.206315
7310-EGVHZ,1.0,0.0,0.0,0.0,0.013888888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.019402985074626844,0.0023259027266028004,0,0.16684456,16.684456
3413-BMNZE,1.0,1.0,0.0,0.0,0.013888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26865671641791045,0.005210252394988947,0,0.14111878,14.111878
6234-RAAPL,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8124378109452737,0.8349875644804717,0,0.009663779,0.9663779
6047-YHPVI,1.0,0.0,0.0,0.0,0.06944444444444445,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5119402985074627,0.03648903831982314,1,0.6085778,60.85778
6572-ADKRS,0.0,0.0,0.0,0.0,0.6388888888888888,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5626865671641791,0.4085643883566692,0,0.23263226,23.263226
5380-WJKOV,1.0,0.0,0.0,0.0,0.4722222222222222,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8766169154228854,0.4086737748710391,1,0.70680195,70.6802
8168-UQWWF,0.0,0.0,0.0,0.0,0.15277777777777776,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7920398009950248,0.1272798452468681,1,0.82538444,82.538445
8865-TNMNX,1.0,0.0,1.0,1.0,0.1388888888888889,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.3114427860696517,0.05477385777450258,0,0.10132323,10.132323
9489-DEDVP,0.0,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.5069651741293533,0.5610204034635226,0,0.00029243345,0.029243346
9867-JCZSP,0.0,0.0,1.0,1.0,0.2361111111111111,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.02487562189054726,0.048158852247605015,0,0.010753714,1.0753714
4671-VJLCL,0.0,0.0,0.0,0.0,0.875,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.6129353233830845,0.5597653371407517,0,0.00072204706,0.07220471
4080-IIARD,0.0,0.0,1.0,0.0,0.18055555555555555,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.5766169154228856,0.11300778371407519,0,0.12893808,12.893808
3714-NTNFO,0.0,0.0,0.0,0.0,0.6805555555555555,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.6592039800995024,0.44983189019896835,0,0.3479412,34.79412
5948-UJZLF,1.0,0.0,0.0,0.0,0.027777777777777776,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30845771144278605,0.011168938835666914,0,0.24532154,24.532154
7760-OYPDY,0.0,0.0,0.0,0.0,0.027777777777777776,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6208955223880598,0.01659796425939573,1,0.8741727,87.41727
7639-LIAYI,1.0,0.0,0.0,0.0,0.7222222222222222,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6119402985074627,0.48565309506263826,0,0.033958364,3.3958364
2954-PIBKO,0.0,0.0,1.0,1.0,0.9583333333333333,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.4567164179104478,0.4898328113485631,0,0.00025860165,0.025860164
8012-SOUDQ,0.0,1.0,0.0,0.0,0.5972222222222222,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7164179104477612,0.4420078758290347,0,0.56355757,56.355755
9420-LOJKX,0.0,0.0,0.0,0.0,0.20833333333333331,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.8044776119402984,0.16424097273397203,1,0.58011883,58.011883
6575-SUVOI,0.0,1.0,1.0,0.0,0.3472222222222222,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.5099502487562189,0.201806604642594,0,0.061846063,6.184606
7495-OOKFY,0.0,1.0,1.0,0.0,0.1111111111111111,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6208955223880598,0.0729205047899779,1,0.74754614,74.754616
4667-QONEA,0.0,1.0,1.0,1.0,0.8333333333333333,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.3333333333333333,0.56318407960199,0.5131206245394253,0,0.03795659,3.795659
1658-BYGOY,1.0,1.0,0.0,0.0,0.25,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7681592039800995,0.2017950902726603,1,0.8612469,86.12469
8769-KKTPH,0.0,0.0,1.0,1.0,0.875,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.8099502487562189,0.7266949152542374,0,0.28457093,28.457092
5067-XJQFU,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.8975124378109453,0.8147971168017688,0,0.21229438,21.229439
3957-SQXML,0.0,0.0,1.0,1.0,0.4722222222222222,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.06666666666666665,0.10297301031687547,0,0.010299494,1.0299493
5954-BDFSG,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.8880597014925372,0.9043040714812086,0,0.0836484,8.36484
0434-CSFON,0.0,0.0,1.0,0.0,0.6527777777777778,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.818407960199005,0.541992907148121,0,0.50046563,50.046562
1215-FIGMP,1.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7129353233830846,0.6276137619749448,0,0.24010235,24.010235
0526-SXDJP,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2373134328358209,0.3410556374355196,0,0.011517706,1.1517706
0557-ASKVU,0.0,0.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.3597014925373134,0.11020403463522478,0,0.08246875,8.246875
5698-BQJOH,0.0,0.0,0.0,0.0,0.125,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.7577114427860697,0.09870693625644807,1,0.7479536,74.79536
5122-CYFXA,0.0,0.0,0.0,0.0,0.041666666666666664,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.5676616915422885,0.02810657700810612,0,0.1876343,18.76343
8627-ZYGSZ,1.0,0.0,1.0,0.0,0.6527777777777778,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.6034825870646766,0.42031480287398676,0,0.2176297,21.76297
3410-YOQBQ,0.0,0.0,0.0,0.0,0.4305555555555555,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6064676616915423,0.28753684598378776,0,0.00015966647,0.015966646
3170-NMYVV,0.0,0.0,1.0,1.0,0.6944444444444444,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.018905472636815884,0.10718726971260134,0,0.00067190157,0.067190155
7410-OIEDU,1.0,0.0,0.0,0.0,0.1388888888888889,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6129353233830845,0.1021727616064849,0,0.301761,30.1761
2273-QCKXA,1.0,0.0,0.0,0.0,0.013888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.30646766169154227,0.005647798452468681,0,0.22645004,22.645004
0731-EBJQB,0.0,0.0,1.0,1.0,0.7222222222222222,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6666666666666666,0.021393034825870627,0.12558147568165073,0,0.018219287,1.8219286
1891-QRQSA,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9288557213930347,0.8174051215917466,0,0.02515551,2.515551
8028-PNXHQ,1.0,0.0,1.0,1.0,0.861111111111111,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.05970149253731341,0.16403371407516582,0,0.0011110499,0.11110499
5630-AHZIL,0.0,0.0,0.0,1.0,0.041666666666666664,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.46019900497512434,0.02042649226234341,0,0.15162812,15.162812
2673-CXQEU,0.0,1.0,0.0,0.0,0.7777777777777777,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.6666666666666666,0.917910447761194,0.7069247420781136,0,0.080751814,8.075181
6416-JNVRK,0.0,0.0,0.0,0.0,0.6388888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.37213930348258706,0.3096041359616802,0,0.0036867212,0.36867213
5590-ZSKRV,0.0,0.0,1.0,1.0,0.1111111111111111,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3621890547263681,0.055528049005158446,0,0.1072249,10.722489
0191-ZHSKZ,1.0,1.0,0.0,0.0,0.41666666666666663,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.5621890547263682,0.2431028924097274,0,0.16890384,16.890385
3887-PBQAO,0.0,0.0,1.0,1.0,0.625,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.07611940298507458,0.1400838246131172,0,0.024546606,2.4546607
5919-TMRGD,0.0,0.0,0.0,1.0,0.013888888888888888,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.607960199004975,0.009136652542372881,1,0.760319,76.0319
8108-UXRQN,0.0,0.0,1.0,1.0,0.15277777777777776,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.32139303482587056,0.06509649042004423,0,0.11106362,11.106362
9191-MYQKX,0.0,0.0,1.0,0.0,0.09722222222222221,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5661691542288557,0.05721490420044216,1,0.7676097,76.76097
9919-YLNNG,0.0,0.0,0.0,0.0,0.5833333333333333,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8512437810945274,0.49828435887988215,0,0.23766625,23.766624
0318-ZOPWS,0.0,0.0,1.0,0.0,0.6805555555555555,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.018905472636815884,0.11207511974944732,0,0.00048259253,0.048259255
4445-ZJNMU,1.0,0.0,0.0,0.0,0.125,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.8064676616915423,0.10578827376565955,0,0.7517622,75.17622
4808-YNLEU,0.0,0.0,1.0,0.0,0.4861111111111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.43681592039800987,0.25509510869565216,0,0.0020935456,0.20935456
1862-QRWPE,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.023880597014925342,0.12170689019896833,0,0.00069808564,0.069808565
2796-NNUFI,0.0,0.0,1.0,1.0,0.6388888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.01691542288557213,0.10674972365512161,0,0.00046361252,0.046361253
3016-KSVCP,1.0,0.0,1.0,0.0,0.40277777777777773,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.154228855721393,0.11620877855563745,0,0.33075297,33.0753
4767-HZZHQ,1.0,0.0,1.0,1.0,0.41666666666666663,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6348258706467661,0.2959423360353722,0,0.20577236,20.577236
2424-WVHPL,1.0,1.0,0.0,0.0,0.013888888888888888,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5616915422885572,0.008601234340456891,0,0.23031816,23.031816
7233-PAHHL,1.0,0.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.654228855721393,0.6579598839351511,0,0.049231835,4.9231834
6067-NGCEU,0.0,0.0,0.0,0.0,0.9027777777777777,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.9233830845771144,0.8183262711864407,0,0.39096376,39.096375
9848-JQJTX,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8223880597014926,0.8588626105379515,0,0.14766377,14.766377
8637-XJIVR,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6039800995024875,0.1067785095799558,1,0.2207399,22.07399
9803-FTJCG,1.0,0.0,1.0,1.0,0.986111111111111,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.4835820895522387,0.5467828850405306,0,0.0041413913,0.41413912
0278-YXOOG,1.0,0.0,0.0,0.0,0.06944444444444445,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.027860696517412936,0.013109110169491527,1,0.14604907,14.604907
3212-KXOCR,1.0,0.0,0.0,0.0,0.7222222222222222,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.027363184079601977,0.1274871039056743,0,0.0072700083,0.72700083
4598-XLKNJ,0.0,1.0,1.0,0.0,0.3472222222222222,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7985074626865671,0.289528831982314,1,0.4574728,45.74728
6380-ARCEH,1.0,0.0,0.0,0.0,0.013888888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.019402985074626844,0.0023259027266028004,0,0.1978865,19.78865
3679-XASPY,0.0,0.0,1.0,1.0,0.013888888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.011940298507462671,0.002239544952100221,0,0.21914251,21.914251
7123-WQUHX,1.0,0.0,0.0,0.0,0.5277777777777778,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.763681592039801,0.4151621223286662,0,0.07799678,7.7996783
5386-THSLQ,0.0,1.0,1.0,0.0,0.9166666666666666,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.2716417910447761,0.34856876381724394,0,0.021846248,2.1846247
3192-NQECA,1.0,0.0,1.0,0.0,0.9444444444444444,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9129353233830845,0.8764565677966103,1,0.12517162,12.517161
6180-YBIQI,1.0,0.0,0.0,0.0,0.06944444444444445,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06019900497512437,0.011537398673544585,0,0.109648876,10.964888
6728-DKUCO,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.854726368159204,0.840900193441415,0,0.26816645,26.816645
9750-BOOHV,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.11840796019900496,0.10681305268975683,0,0.0014136119,0.14136119
8597-CWYHH,1.0,0.0,0.0,0.0,0.5972222222222222,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.7572139303482587,0.45151298820928526,0,0.27329677,27.329678
2848-YXSMW,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.011442786069651711,0.15696964812085484,0,0.00036312194,0.036312193
0486-HECZI,1.0,0.0,1.0,0.0,0.7638888888888888,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7810945273631841,0.6032263264554164,1,0.31370407,31.370407
4549-ZDQYY,0.0,0.0,0.0,0.0,0.7222222222222222,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.3950248756218906,0.35029591930729553,0,0.10143963,10.143963
5712-AHQNN,0.0,0.0,0.0,0.0,0.5972222222222222,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7303482587064677,0.45528970154753134,0,0.47836548,47.836548
4846-WHAFZ,0.0,1.0,1.0,0.0,0.5138888888888888,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5796019900497512,0.33024940125276353,1,0.8208722,82.08722
5256-SKJGO,0.0,0.0,1.0,1.0,0.8888888888888888,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.36169154228855727,0.39419445467944,0,0.0893347,8.93347
3071-VBYPO,1.0,0.0,1.0,1.0,0.041666666666666664,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.7124378109452736,0.02860169491525424,0,0.44057426,44.057426
9560-BBZXK,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.127363184079602,0.1296921057479735,0,0.00026606006,0.026606007
5299-RULOA,0.0,0.0,1.0,1.0,0.1388888888888889,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8159203980099502,0.12258773949889465,1,0.59198695,59.198696
